TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-03-10,2026-03-10,FO,NSE,IDO,52508,,BANKNIFTY,,2026-03-30,2026-03-30,57200.00,CE,BANKNIFTY26MAR57200CE,1053.35,1193.70,882.20,1095.75,1117.55,956.55,56950.80,1095.75,74430,45270,27487,48041638807.50,19616,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,52478,,BANKNIFTY,,2026-03-30,2026-03-30,56100.00,CE,BANKNIFTY26MAR56100CE,1737.55,1933.95,1510.35,1841.10,1867.05,1542.65,56950.80,1841.10,33600,-12000,2650,4596529281.00,1981,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,52458,,BANKNIFTY,,2026-03-30,2026-03-30,55100.00,CE,BANKNIFTY26MAR55100CE,2385.00,2641.05,2261.00,2641.05,2641.05,2197.65,56950.80,2641.05,2190,-330,31,53507523.00,26,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,52448,,BANKNIFTY,,2026-03-30,2026-03-30,54600.00,CE,BANKNIFTY26MAR54600CE,2706.45,3040.15,2629.20,2992.10,3006.70,2553.10,56950.80,2992.10,1380,30,19,32745612.00,17,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,52396,,BANKNIFTY,,2026-03-30,2026-03-30,52800.00,CE,BANKNIFTY26MAR52800CE,0.00,0.00,0.00,7243.25,0.00,7243.25,56950.80,4314.40,0,0,0,0.00,0,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,66770,,BANKNIFTY,,2026-05-26,2026-05-26,51300.00,PE,BANKNIFTY26MAY51300PE,0.00,0.00,0.00,10.85,0.00,10.85,56950.80,47.80,0,0,0,0.00,0,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,68183,,BANKNIFTY,,2026-04-28,2026-04-28,66000.00,PE,BANKNIFTY26APR66000PE,0.00,0.00,0.00,6666.90,6666.90,6666.90,56950.80,8566.60,300,0,0,0.00,0,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,68161,,BANKNIFTY,,2026-04-28,2026-04-28,65500.00,PE,BANKNIFTY26APR65500PE,0.00,0.00,0.00,5617.15,0.00,5617.15,56950.80,8072.05,0,0,0,0.00,0,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,67940,,BANKNIFTY,,2026-04-28,2026-04-28,65100.00,PE,BANKNIFTY26APR65100PE,0.00,0.00,0.00,3425.80,3425.80,3425.80,56950.80,7677.10,30,0,0,0.00,0,F1,30,,,,,
2026-03-10,2026-03-10,FO,NSE,IDO,67886,,BANKNIFTY,,2026-04-28,2026-04-28,63900.00,PE,BANKNIFTY26APR63900PE,0.00,0.00,0.00,4550.20,4550.20,4550.20,56950.80,6498.65,210,0,0,0.00,0,F1,30,,,,,
