TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-02-24,2026-02-24,FO,NSE,IDO,52459,,BANKNIFTY,,2026-03-30,2026-03-30,55100.00,PE,BANKNIFTY26MAR55100PE,0.00,0.00,0.00,80.20,80.20,80.20,61047.30,2.60,2340,0,0,0.00,0,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,58602,,BANKNIFTY,,2026-03-30,2026-03-30,55500.00,PE,BANKNIFTY26MAR55500PE,49.60,56.00,42.55,46.70,45.45,49.90,61047.30,46.70,89265,37170,3592,5985871431.00,2753,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52469,,BANKNIFTY,,2026-03-30,2026-03-30,55700.00,PE,BANKNIFTY26MAR55700PE,0.00,0.00,0.00,104.90,104.90,104.90,61047.30,6.15,750,0,0,0.00,0,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52489,,BANKNIFTY,,2026-03-30,2026-03-30,56300.00,PE,BANKNIFTY26MAR56300PE,0.00,0.00,0.00,83.10,83.95,83.10,61047.30,13.45,2670,0,0,0.00,0,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52517,,BANKNIFTY,,2026-03-30,2026-03-30,57600.00,PE,BANKNIFTY26MAR57600PE,111.05,126.45,103.35,109.95,111.65,109.60,61047.30,109.95,6180,-720,166,287420896.50,101,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52521,,BANKNIFTY,,2026-03-30,2026-03-30,57800.00,PE,BANKNIFTY26MAR57800PE,124.00,140.35,115.00,121.45,122.75,120.35,61047.30,121.45,5850,480,350,608267629.50,175,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52529,,BANKNIFTY,,2026-03-30,2026-03-30,58000.00,PE,BANKNIFTY26MAR58000PE,136.80,160.25,124.05,134.95,135.55,133.00,61047.30,134.95,472770,80490,15907,27743914581.00,7815,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52561,,BANKNIFTY,,2026-03-30,2026-03-30,59100.00,PE,BANKNIFTY26MAR59100PE,233.50,284.75,210.00,240.35,240.00,227.40,61047.30,240.35,7440,2040,667,1187398315.50,353,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,58655,,BANKNIFTY,,2026-03-30,2026-03-30,60000.00,PE,BANKNIFTY26MAR60000PE,383.25,467.45,340.55,395.50,399.00,366.50,61047.30,395.50,881165,120105,41338,74904202332.00,19604,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52597,,BANKNIFTY,,2026-03-30,2026-03-30,60600.00,PE,BANKNIFTY26MAR60600PE,600.00,651.00,475.00,553.95,551.65,508.45,61047.30,553.95,46620,6540,3257,5976389512.50,2173,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52627,,BANKNIFTY,,2026-03-30,2026-03-30,61800.00,PE,BANKNIFTY26MAR61800PE,941.05,1210.85,891.05,1060.25,1047.30,957.30,61047.30,1060.25,41610,32160,2894,5455957843.50,1528,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52639,,BANKNIFTY,,2026-03-30,2026-03-30,62400.00,PE,BANKNIFTY26MAR62400PE,1337.25,1519.10,1220.20,1392.40,1408.35,1315.35,61047.30,1392.40,1650,720,86,164549833.50,46,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52436,,BANKNIFTY,,2026-03-30,2026-03-30,54200.00,PE,BANKNIFTY26MAR54200PE,0.00,0.00,0.00,163.45,163.45,163.45,61047.30,0.65,450,0,0,0.00,0,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,52417,,BANKNIFTY,,2026-03-30,2026-03-30,53600.00,PE,BANKNIFTY26MAR53600PE,0.00,0.00,0.00,141.95,0.00,141.95,61047.30,0.20,0,0,0,0.00,0,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,60477,,BANKNIFTY,,2026-02-24,2026-02-24,65600.00,PE,BANKNIFTY26FEB65600PE,0.00,0.00,0.00,6108.15,0.00,6108.15,61047.30,61047.30,0,0,0,0.00,0,F1,30,,,,,
2026-02-24,2026-02-24,FO,NSE,IDO,60458,,BANKNIFTY,,2026-02-24,2026-02-24,65200.00,PE,BANKNIFTY26FEB65200PE,0.00,0.00,0.00,5455.80,5495.20,5455.80,61047.30,61047.30,60,0,0,0.00,0,F1,30,,,,,
