TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-03-20,2026-03-20,FO,NSE,IDO,52353,,BANKNIFTY,,2026-03-30,2026-03-30,51300.00,PE,BANKNIFTY26MAR51300PE,224.30,375.00,196.60,337.05,328.45,352.30,53427.05,337.05,14610,7770,4203,6504248053.50,2390,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,67560,,BANKNIFTY,,2026-04-28,2026-04-28,57600.00,CE,BANKNIFTY26APR57600CE,396.00,455.75,313.00,327.45,328.95,336.05,53427.05,327.45,2760,1260,226,393069931.50,92,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,67520,,BANKNIFTY,,2026-04-28,2026-04-28,55600.00,CE,BANKNIFTY26APR55600CE,1100.00,1285.30,919.60,949.50,923.00,904.45,53427.05,949.50,5850,120,17,28871712.00,13,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,67514,,BANKNIFTY,,2026-04-28,2026-04-28,55400.00,CE,BANKNIFTY26APR55400CE,1257.60,1462.50,941.60,988.35,941.60,986.35,53427.05,988.35,7410,570,63,106828026.00,55,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,67492,,BANKNIFTY,,2026-04-28,2026-04-28,54800.00,CE,BANKNIFTY26APR54800CE,1553.25,1720.40,1406.40,1406.55,1406.55,1311.85,53427.05,602.65,8490,690,85,143684082.00,68,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,67470,,BANKNIFTY,,2026-04-28,2026-04-28,53800.00,CE,BANKNIFTY26APR53800CE,2100.00,2305.00,1805.00,1850.80,1830.00,1847.75,53427.05,1850.80,7020,-90,277,464254795.50,224,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,67410,,BANKNIFTY,,2026-04-28,2026-04-28,50800.00,CE,BANKNIFTY26APR50800CE,4480.40,4531.50,4081.10,4291.10,4291.10,4104.15,53427.05,3078.60,210,150,6,9937413.00,6,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,58673,,BANKNIFTY,,2026-03-30,2026-03-30,69000.00,CE,BANKNIFTY26MAR69000CE,2.30,4.00,1.65,1.85,1.75,2.60,53427.05,1.85,385920,9210,1242,2571015642.00,274,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52732,,BANKNIFTY,,2026-03-30,2026-03-30,66300.00,CE,BANKNIFTY26MAR66300CE,2.95,3.30,2.00,3.00,3.00,3.35,53427.05,0.05,7530,-180,10,19890787.50,6,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52722,,BANKNIFTY,,2026-03-30,2026-03-30,65700.00,CE,BANKNIFTY26MAR65700CE,2.90,5.00,2.55,3.45,3.50,3.35,53427.05,3.45,6990,-300,90,177400093.50,46,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52696,,BANKNIFTY,,2026-03-30,2026-03-30,64300.00,CE,BANKNIFTY26MAR64300CE,3.10,6.05,3.10,3.10,3.10,5.05,53427.05,3.10,5490,270,161,310589971.50,110,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52638,,BANKNIFTY,,2026-03-30,2026-03-30,62400.00,CE,BANKNIFTY26MAR62400CE,6.85,9.35,5.25,6.00,5.25,6.85,53427.05,6.00,21690,-990,917,1716810928.50,235,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52555,,BANKNIFTY,,2026-03-30,2026-03-30,58900.00,CE,BANKNIFTY26MAR58900CE,25.75,27.85,16.35,18.50,18.00,21.00,53427.05,18.50,79470,-630,2727,4820352598.50,1295,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52532,,BANKNIFTY,,2026-03-30,2026-03-30,58200.00,CE,BANKNIFTY26MAR58200CE,31.70,43.35,23.50,25.20,23.95,29.10,53427.05,25.20,67590,-240,3995,6979273782.00,1911,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52480,,BANKNIFTY,,2026-03-30,2026-03-30,56200.00,CE,BANKNIFTY26MAR56200CE,140.00,259.15,98.15,109.80,104.40,134.45,53427.05,109.80,88440,600,13457,22759312144.50,8789,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52456,,BANKNIFTY,,2026-03-30,2026-03-30,55000.00,CE,BANKNIFTY26MAR55000CE,400.95,685.00,304.50,336.75,322.15,372.35,53427.05,336.75,721800,12390,143615,239057463046.50,93948,F1,30,,,,,
2026-03-20,2026-03-20,FO,NSE,IDO,52432,,BANKNIFTY,,2026-03-30,2026-03-30,54100.00,CE,BANKNIFTY26MAR54100CE,794.10,1198.00,626.10,684.45,656.00,722.00,53427.05,684.45,102450,-13440,50262,82992899647.50,37209,F1,30,,,,,
