TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-01-14,2026-01-14,FO,NSE,IDO,60026,,BANKNIFTY,,2026-02-24,2026-02-24,56600.00,PE,BANKNIFTY26FEB56600PE,143.25,143.25,126.60,129.30,129.30,159.35,59580.15,129.30,1890,-540,27,45952366.50,13,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52495,,BANKNIFTY,,2026-03-30,2026-03-30,56600.00,PE,BANKNIFTY26MAR56600PE,0.00,0.00,0.00,580.15,0.00,580.15,59580.15,246.30,0,0,0,0.00,0,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52551,,BANKNIFTY,,2026-03-30,2026-03-30,58800.00,PE,BANKNIFTY26MAR58800PE,0.00,0.00,0.00,1271.05,0.00,1271.05,59580.15,772.60,0,0,0,0.00,0,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52583,,BANKNIFTY,,2026-03-30,2026-03-30,60100.00,PE,BANKNIFTY26MAR60100PE,1029.65,1029.65,1029.65,1029.65,1029.65,1110.30,59580.15,1029.65,270,0,1,1833889.50,1,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52637,,BANKNIFTY,,2026-03-30,2026-03-30,62300.00,PE,BANKNIFTY26MAR62300PE,0.00,0.00,0.00,2429.80,2429.80,2429.80,59580.15,2648.25,60,0,0,0.00,0,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52643,,BANKNIFTY,,2026-03-30,2026-03-30,62600.00,PE,BANKNIFTY26MAR62600PE,0.00,0.00,0.00,2167.25,2167.25,2167.25,59580.15,2867.40,60,0,0,0.00,0,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52645,,BANKNIFTY,,2026-03-30,2026-03-30,62700.00,PE,BANKNIFTY26MAR62700PE,0.00,0.00,0.00,2225.60,2225.60,2225.60,59580.15,2942.15,30,0,0,0.00,0,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52679,,BANKNIFTY,,2026-03-30,2026-03-30,63600.00,PE,BANKNIFTY26MAR63600PE,0.00,0.00,0.00,4130.70,0.00,4130.70,59580.15,3650.65,0,0,0,0.00,0,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52693,,BANKNIFTY,,2026-03-30,2026-03-30,64100.00,PE,BANKNIFTY26MAR64100PE,0.00,0.00,0.00,4522.10,0.00,4522.10,59580.15,4068.65,0,0,0,0.00,0,F1,30,,,,,
2026-01-14,2026-01-14,FO,NSE,IDO,52707,,BANKNIFTY,,2026-03-30,2026-03-30,64900.00,PE,BANKNIFTY26MAR64900PE,0.00,0.00,0.00,5175.55,0.00,5175.55,59580.15,4766.95,0,0,0,0.00,0,F1,30,,,,,
